,index,amazonIDs,recording_mbids,genres
492,645,B0000008SI,"fe0bd861-cc54-470d-90c7-7ba7d16a9610, 993059db-d812-4430-8870-9f48d379d53e, c8faae0a-d572-4ac4-860c-9b7d6742841d, 227e9909-20c1-4918-9e84-a40887945874, ca7d1331-9e6f-4b4f-b25f-22450c35d681, 09d1e876-26cd-458c-beb3-e56603be9fe7","Oldies,Soul,Pop,R&B,Doo Wop,Blues, Oldies,Soul,Pop,R&B,Doo Wop,Blues, Oldies,Soul,Pop,R&B,Doo Wop,Blues, Oldies,Soul,Pop,R&B,Doo Wop,Blues, Oldies,Soul,Pop,R&B,Doo Wop,Blues, Oldies,Soul,Pop,R&B,Doo Wop,Blues"
493,646,B0000008SM,"0b958720-0db1-4e3e-84b4-d871b9f97c8d, 4dbfb176-60a6-4a59-989e-9a82807592e4, 2b3c9f46-41eb-42ad-b43d-59cba81b9970","Oldies,Soul,Pop,R&B,Doo Wop,Blues, Oldies,Soul,Pop,R&B,Doo Wop,Blues, Oldies,Soul,Pop,R&B,Doo Wop,Blues"
494,647,B0000008T5,632dbfa8-91bb-417e-bfcd-d2565ec32da0,"Oldies,Pop,R&B,Doo Wop,Rock,Oldies & Retro"
495,648,B0000008TC,"4ab3be6f-83b5-47fb-a5b2-9311605e721e, 6d2c68dd-d6e7-4c1c-8326-561d4e962a77, 4d2ec7a2-4540-4088-9417-bb2c316a9d8a, 81724a2d-6a88-4a57-99c1-c3607d0962f6","R&B,Blues,Pop,Rock, R&B,Blues,Pop,Rock, R&B,Blues,Pop,Rock, R&B,Blues,Pop,Rock"
496,649,B0000008XI,"75b3a4e6-a95b-420e-b4a9-9a0fdc23bd78, 8b978afd-116b-473a-a0ac-b7413f5dfca3, 68a3eb8f-2b74-4e27-aa69-9edf3dc38aa5, 12cc138b-c9d7-4d30-8b0b-1ee9de6f3b60","Pop,Traditional Folk,Regional Blues,Traditional Blues,Blues,Delta Blues,Folk,Vocal Blues, Pop,Traditional Folk,Regional Blues,Traditional Blues,Blues,Delta Blues,Folk,Vocal Blues, Pop,Traditional Folk,Regional Blues,Traditional Blues,Blues,Delta Blues,Folk,Vocal Blues, Pop,Traditional Folk,Regional Blues,Traditional Blues,Blues,Delta Blues,Folk,Vocal Blues"
497,651,B0000008YP,1f7f7aef-4382-40f4-812e-67796685139d,"R&B,Oldies,Pop,Soul"
498,652,B0000008YQ,"4a4c0864-bd78-4207-a9b7-8201e81f95fb, e97d7672-9eda-4c76-8fe8-33ce71af5208, 1e5ea585-a027-4fc9-b87f-28b887adb0ac, fe0a472d-ecf2-4f04-a782-7c9a22b84a5e, 79ed682c-05e0-468e-8899-e6b2234a49c6, c7d9a6ea-178e-498c-8813-de32801a0684, d6fc41b1-3536-4d1d-b8f2-7e6f45eeced3, f50601b9-b50f-488d-9a7d-1842d8f29817, d37e0c34-3b37-4064-8fa1-080d7bf60ee3, 59d79b4e-c775-4905-8a62-fb81496bfe8f, d433898e-f9b3-47db-9c17-4cb05bfadcba, f74556e7-1387-4ced-a4cb-9fa69f6e1abf, 4ad0f0e9-b072-4dcc-9610-744d3b627a2f","Oldies,R&B,Pop,Jump Blues,Doo Wop,Rock,Classic R&B,Blues,Oldies & Retro, Oldies,R&B,Pop,Jump Blues,Doo Wop,Rock,Classic R&B,Blues,Oldies & Retro, Oldies,R&B,Pop,Jump Blues,Doo Wop,Rock,Classic R&B,Blues,Oldies & Retro, Oldies,R&B,Pop,Jump Blues,Doo Wop,Rock,Classic R&B,Blues,Oldies & Retro, Oldies,R&B,Pop,Jump Blues,Doo Wop,Rock,Classic R&B,Blues,Oldies & Retro, Oldies,R&B,Pop,Jump Blues,Doo Wop,Rock,Classic R&B,Blues,Oldies & Retro, Oldies,R&B,Pop,Jump Blues,Doo Wop,Rock,Classic R&B,Blues,Oldies & Retro, Oldies,R&B,Pop,Jump Blues,Doo Wop,Rock,Classic R&B,Blues,Oldies & Retro, Oldies,R&B,Pop,Jump Blues,Doo Wop,Rock,Classic R&B,Blues,Oldies & Retro, Oldies,R&B,Pop,Jump Blues,Doo Wop,Rock,Classic R&B,Blues,Oldies & Retro, Oldies,R&B,Pop,Jump Blues,Doo Wop,Rock,Classic R&B,Blues,Oldies & Retro, Oldies,R&B,Pop,Jump Blues,Doo Wop,Rock,Classic R&B,Blues,Oldies & Retro, Oldies,R&B,Pop,Jump Blues,Doo Wop,Rock,Classic R&B,Blues,Oldies & Retro"
499,654,B0000008Z4,0da9a57d-8864-4bb8-be72-0eabd6e84cb0,"Classic Country,Country,Pop,Today's Country,Vocal Pop,Nashville Sound"
500,655,B0000008Z7,"77b1155e-8700-44b4-b42f-a4475091e6b3, 6e66fc2f-a9cf-476a-a721-27b39b13a2eb, 78cdfac6-6aab-421f-a287-b2b9cc6b2265","Swing Jazz,R&B,Jazz,Contemporary Big Band,Pop,Classic Big Band,Jump Blues,Blues, Swing Jazz,R&B,Jazz,Contemporary Big Band,Pop,Classic Big Band,Jump Blues,Blues, Swing Jazz,R&B,Jazz,Contemporary Big Band,Pop,Classic Big Band,Jump Blues,Blues"
501,656,B0000008Z9,4de34af5-fb11-43cd-83f2-1ac5f6b6e3a6,"Rhumba,Swing Jazz,Jazz Fusion,Cuba,Jazz,Contemporary Big Band,Latin Pop,Easy Listening,Classic Big Band,Latin Music,Pop,World Music,Mambo,Caribbean & Cuba,Latin Jazz"
502,657,B0000008ZB,8754414c-5a89-4f69-8eb4-4b7f62d6dc33,"Folk Rock,Oldies,Pop,Singer-Songwriters,Rock,Oldies & Retro,Folk"
503,658,B0000008ZD,"2826d4a7-4427-4265-9e20-62be1d46227f, 0d13db58-58b3-4aaf-b1b7-90d0bfe45838, 9e6135bc-4949-4b1a-863f-52964309ed76","R&B,Doo Wop,Oldies,Pop,Rock, R&B,Doo Wop,Oldies,Pop,Rock, R&B,Doo Wop,Oldies,Pop,Rock"
504,659,B0000008ZE,33d60dc8-be1b-4837-b07e-aed76ce5912a,"Oldies,Country,Traditional Vocal Pop,Traditional Pop,Pop,Today's Country,Broadway & Vocalists,Rock,Vocal Pop"
505,660,B00000090O,"d7957cbd-b87f-42a2-82c6-b88584a119b4, 27b6204f-a6cd-46ff-a524-52c22536c03c, 149bee22-4208-407d-9f65-96a0b401c54e","West Coast Blues,Chicago Blues,Pop,Electric Blues,Regional Blues,Blues, West Coast Blues,Chicago Blues,Pop,Electric Blues,Regional Blues,Blues, West Coast Blues,Chicago Blues,Pop,Electric Blues,Regional Blues,Blues"
506,661,B00000091C,"5662ded4-6d65-4c34-9694-aa60320ed495, 86c905c4-6a9d-468c-98aa-34223f2d272a, ec314ea9-95c1-4357-b287-d277444fa189, e4738e7d-aac0-49f1-bba7-5c09c64c13a0, 0d13e9c6-af0c-4694-bcc6-adc81daa8e8f, cef7cbc2-7b76-4dc3-8f4d-13f11f8af333, 1ff78e79-447e-4841-9a3f-6ee6ab8eb714, a8927737-974d-425e-8960-3b1137056cb1, 400e7749-b02d-4baa-b300-07dd5ad12f9f","Jazz,Traditional Vocal Pop,Pop,Broadway & Vocalists,Soul-Jazz & Boogaloo,Vocal Pop, Jazz,Traditional Vocal Pop,Pop,Broadway & Vocalists,Soul-Jazz & Boogaloo,Vocal Pop, Jazz,Traditional Vocal Pop,Pop,Broadway & Vocalists,Soul-Jazz & Boogaloo,Vocal Pop, Jazz,Traditional Vocal Pop,Pop,Broadway & Vocalists,Soul-Jazz & Boogaloo,Vocal Pop, Jazz,Traditional Vocal Pop,Pop,Broadway & Vocalists,Soul-Jazz & Boogaloo,Vocal Pop, Jazz,Traditional Vocal Pop,Pop,Broadway & Vocalists,Soul-Jazz & Boogaloo,Vocal Pop, Jazz,Traditional Vocal Pop,Pop,Broadway & Vocalists,Soul-Jazz & Boogaloo,Vocal Pop, Jazz,Traditional Vocal Pop,Pop,Broadway & Vocalists,Soul-Jazz & Boogaloo,Vocal Pop, Jazz,Traditional Vocal Pop,Pop,Broadway & Vocalists,Soul-Jazz & Boogaloo,Vocal Pop"
507,662,B00000091K,"dd8ec744-d117-48db-9f60-7bd7493e3d2f, 85d99055-34bd-4252-acec-e8dcaef2923b, b4bc0354-43d8-4078-b205-57858072ec05, 73544a5c-a4bf-405a-91bc-a2ecaf5ec744, 7946e8b5-a9c5-45ff-a735-6990b2a9a573, d68a10c4-2598-4057-8364-58d9c032e821, 18073e36-69e0-445c-932b-ad5b9e20bd06, 7fb16ebb-6595-462b-a31b-647c7278495d, e823884d-f3d7-4b58-8649-d3954c25b15e, c8218406-ef0e-4731-b9e1-25408d48515b, 332579b7-e5de-4411-99f3-61249c9adb3a, 724a43c9-2788-4d91-8457-e827e4397804, 9be09f79-fd84-4494-ade2-bf73183bd02e","Vocal Pop,Oldies & Retro,Oldies,Pop,Rock, Vocal Pop,Oldies & Retro,Oldies,Pop,Rock, Vocal Pop,Oldies & Retro,Oldies,Pop,Rock, Vocal Pop,Oldies & Retro,Oldies,Pop,Rock, Vocal Pop,Oldies & Retro,Oldies,Pop,Rock, Vocal Pop,Oldies & Retro,Oldies,Pop,Rock, Vocal Pop,Oldies & Retro,Oldies,Pop,Rock, Vocal Pop,Oldies & Retro,Oldies,Pop,Rock, Vocal Pop,Oldies & Retro,Oldies,Pop,Rock, Vocal Pop,Oldies & Retro,Oldies,Pop,Rock, Vocal Pop,Oldies & Retro,Oldies,Pop,Rock, Vocal Pop,Oldies & Retro,Oldies,Pop,Rock, Vocal Pop,Oldies & Retro,Oldies,Pop,Rock"
508,665,B00000092W,b014b99f-00a5-4fd2-bc18-2180e9d964bf,"Philly Soul,Soul,Pop,R&B,Classic R&B,Blues,Funk"
509,666,B00000093L,e3ad8018-77d1-487c-b635-ede415d6d28b,"Oldies,Traditional Vocal Pop,Traditional Pop,Pop,Soul,R&B,Broadway & Vocalists,Traditional Blues,Blues"
510,667,B00000093U,"fce0d5ea-c069-48e5-9892-87203257a36f, 806e8401-48f5-4112-9dc2-74f573798a9f, ba2df724-b4b9-48d5-b879-e41e6f941dd6","Northern,Oldies,Traditional Vocal Pop,Jazz,Vocal Jazz,Traditional Pop,Pop,Traditional Jazz & Ragtime,R&B,Broadway & Vocalists,Soul,Vocal Pop, Northern,Oldies,Traditional Vocal Pop,Jazz,Vocal Jazz,Traditional Pop,Pop,Traditional Jazz & Ragtime,R&B,Broadway & Vocalists,Soul,Vocal Pop, Northern,Oldies,Traditional Vocal Pop,Jazz,Vocal Jazz,Traditional Pop,Pop,Traditional Jazz & Ragtime,R&B,Broadway & Vocalists,Soul,Vocal Pop"
511,668,B000000940,"6557a0fe-7795-423a-9e7c-6c5a83da206f, b54514f1-da4b-47d5-931c-7201d308fae3, 26c15bf1-36e4-47ff-a294-e1799314d599, 6fb95304-7b03-46ef-9849-550d27f0602e, 2bcf5951-6f97-4a9d-a170-9165ca0acfc1, b7d02d6c-2d9e-4cf2-b6bf-bef0d9d32da8, 3dc5fc6c-cc2d-4d86-abde-97c5207542b5","Classic Country,Oldies,Country,Soul,Pop,Blue-Eyed Soul,Today's Country,R&B,Rock,Nashville Sound, Classic Country,Oldies,Country,Soul,Pop,Blue-Eyed Soul,Today's Country,R&B,Rock,Nashville Sound, Classic Country,Oldies,Country,Soul,Pop,Blue-Eyed Soul,Today's Country,R&B,Rock,Nashville Sound, Classic Country,Oldies,Country,Soul,Pop,Blue-Eyed Soul,Today's Country,R&B,Rock,Nashville Sound, Classic Country,Oldies,Country,Soul,Pop,Blue-Eyed Soul,Today's Country,R&B,Rock,Nashville Sound, Classic Country,Oldies,Country,Soul,Pop,Blue-Eyed Soul,Today's Country,R&B,Rock,Nashville Sound, Classic Country,Oldies,Country,Soul,Pop,Blue-Eyed Soul,Today's Country,R&B,Rock,Nashville Sound"
512,670,B000000949,"f047b1cb-4139-4229-aaba-f912e7601d95, 356b52e4-1868-43ca-9731-33dc5bdfbac2, df45f69a-2d81-4184-a1a6-e962f150051b, 85e942d2-cda3-4027-93ca-bf7a19e47626, 04988c3b-6b28-4ea9-88b8-a36402a61ebe","Classic Country,Country,Pop,Today's Country,Roadhouse Country,Rock,Nashville Sound, Classic Country,Country,Pop,Today's Country,Roadhouse Country,Rock,Nashville Sound, Classic Country,Country,Pop,Today's Country,Roadhouse Country,Rock,Nashville Sound, Classic Country,Country,Pop,Today's Country,Roadhouse Country,Rock,Nashville Sound, Classic Country,Country,Pop,Today's Country,Roadhouse Country,Rock,Nashville Sound"
513,672,B000000951,"f375b531-7443-418e-ad83-db2b74b95328, 67535e3e-278e-4406-86bf-0b9d7647eb3c, 17941ac8-05c5-4472-b44e-3671439024fc, a3e8cd19-c25d-46bb-9ed7-376586ab0ef3","Traditional,Gospel,Urban & Contemporary,Christian,Pop, Traditional,Gospel,Urban & Contemporary,Christian,Pop, Traditional,Gospel,Urban & Contemporary,Christian,Pop, Traditional,Gospel,Urban & Contemporary,Christian,Pop"
514,673,B00000098D,"5c5686a8-5a63-4d73-b2ea-d409ddf6cc34, a9e97ccc-ea58-4e49-9166-98314adec551, d1bb0254-1fc5-4983-acf6-0829f02a769e, 9a1e1009-1e78-4b4d-bc77-5ece06a3e7be, 9d1490ed-fd9b-4904-ab88-7ce9ba1659f0","Adult Contemporary,Jazz,Vocal Jazz,Soul,Pop,Quiet Storm,R&B,Contemporary Blues,Blues,Vocal Pop, Adult Contemporary,Jazz,Vocal Jazz,Soul,Pop,Quiet Storm,R&B,Contemporary Blues,Blues,Vocal Pop, Adult Contemporary,Jazz,Vocal Jazz,Soul,Pop,Quiet Storm,R&B,Contemporary Blues,Blues,Vocal Pop, Adult Contemporary,Jazz,Vocal Jazz,Soul,Pop,Quiet Storm,R&B,Contemporary Blues,Blues,Vocal Pop, Adult Contemporary,Jazz,Vocal Jazz,Soul,Pop,Quiet Storm,R&B,Contemporary Blues,Blues,Vocal Pop"
515,674,B000000990,"6ad6e27d-4d5c-4ad4-b2a6-e71cbf429f41, dd8b464e-d430-4e9b-af33-05ffee64e030","Alternative Rock,Power Pop,Pop,Rock, Alternative Rock,Power Pop,Pop,Rock"
516,675,B00000099B,"43025bb9-06fb-4382-a4cc-4fc1fa25d2be, ffe883e9-12c3-41a3-b5a9-380f26e90600, ca2ae583-6b93-4fe0-8587-51a849a49643","Alternative Rock,Proto Punk,Pop,Power Pop,Rock,Hardcore & Punk, Alternative Rock,Proto Punk,Pop,Power Pop,Rock,Hardcore & Punk, Alternative Rock,Proto Punk,Pop,Power Pop,Rock,Hardcore & Punk"
517,677,B00000099K,e51609ca-2eba-47e9-ba03-1be9e1072737,"Blues Rock,Pop,Electric Blues,Modern Blues,Rock,Blues"
518,678,B0000009A4,"110f60a0-5d8e-4cfe-9363-5dc779b42075, d3e2783d-2bb3-4905-9a92-c856398fe6fd, f7bbdb45-2be6-4cdc-a79a-a1326b2faf48, 26dfe8b1-ce79-4f08-9d87-1f81e351d4c0, 7da2949a-e8b6-44b2-b6f1-aa21aa0d220a, 214c401b-f84d-4b3e-947e-375148b30df5, 43ed4247-e455-46dd-9300-35f1a753941d, 38c34234-d3ba-4e77-a4fd-55a509ba8534","Alternative Rock,Rock,Pop,Easy Listening, Alternative Rock,Rock,Pop,Easy Listening, Alternative Rock,Rock,Pop,Easy Listening, Alternative Rock,Rock,Pop,Easy Listening, Alternative Rock,Rock,Pop,Easy Listening, Alternative Rock,Rock,Pop,Easy Listening, Alternative Rock,Rock,Pop,Easy Listening, Alternative Rock,Rock,Pop,Easy Listening"
519,680,B0000009CM,"aa9c8573-c369-4097-9f8b-586db22fb99a, 24662ad8-6cdb-4f4c-b596-9ffa99956294, 58fdc788-ead5-48a6-a380-49381d87ccbd, 34328736-fba2-4513-b85f-f46e0de11ab4, 301a58fc-453f-418f-abe0-b3c8758a1b53, 2df2010e-79b4-47fe-95bd-8c0f4fe2c8d3, 33eb717e-9429-4d83-8371-0b3724a2edcb","New Age,World Music,Pop, New Age,World Music,Pop, New Age,World Music,Pop, New Age,World Music,Pop, New Age,World Music,Pop, New Age,World Music,Pop, New Age,World Music,Pop"
520,681,B0000009D5,"baab6404-e40e-401e-9c81-1e16d8756562, 59e06ec9-c4c5-4f9c-b5c6-6080f91bc45b, 77b38cc0-c47b-4a80-810e-4d38f8e52feb, a9e32cea-a65f-4b5c-9448-c7e3aa32a006, 55b2d26f-6bc0-42cc-8806-43f2d7ad6a5c","Alternative Rock,Electronica,Pop,New Age,Dance & Electronic,World Music,Ambient,Meditation, Alternative Rock,Electronica,Pop,New Age,Dance & Electronic,World Music,Ambient,Meditation, Alternative Rock,Electronica,Pop,New Age,Dance & Electronic,World Music,Ambient,Meditation, Alternative Rock,Electronica,Pop,New Age,Dance & Electronic,World Music,Ambient,Meditation, Alternative Rock,Electronica,Pop,New Age,Dance & Electronic,World Music,Ambient,Meditation"
521,682,B0000009DC,"18cce20c-5827-4002-b300-77f653e6c852, 82564bf4-61c7-4482-bbb2-d42c05d9aef4, bd3d3c78-d2b1-46d8-8ccf-8f915188720a, 5ffa4def-5698-42b3-b83e-3afb556d906c, 66e4c24f-2fee-4141-9d1e-cbec9075dad5, 80717598-e348-4083-8f83-f655b7a0ecbe","New Age,World Music,Pop,Classical, New Age,World Music,Pop,Classical, New Age,World Music,Pop,Classical, New Age,World Music,Pop,Classical, New Age,World Music,Pop,Classical, New Age,World Music,Pop,Classical"
522,683,B0000009FD,993f6d21-8167-4033-aaf1-1634f227de16,"Jazz,Pop"
523,684,B0000009FE,"f8ccb4b1-0852-404a-a82b-f5403bcfe14b, f77e8755-c288-4a5c-9c92-44d79d4509a0, 6b74157c-50d4-4fb9-8358-70213eab0623, cc226c9c-2397-4d14-8be8-e5f6a14424b3","Far East & Asia,Instructional,Special Interest,Pop,Traditional Folk,World Music,Japan,Folk, Far East & Asia,Instructional,Special Interest,Pop,Traditional Folk,World Music,Japan,Folk, Far East & Asia,Instructional,Special Interest,Pop,Traditional Folk,World Music,Japan,Folk, Far East & Asia,Instructional,Special Interest,Pop,Traditional Folk,World Music,Japan,Folk"
524,686,B0000009G1,"0df2a557-8300-4943-ac9d-77f0c646a13f, 4b0dc31d-2510-42b4-99c6-f00e26f5a12d, 9031efd1-3881-48f6-a7a5-5e5e6b7c1c42, fb3c81e2-66aa-457e-baf0-f38f9ff21d4b, 4cb000e4-b7ff-4734-9bb0-f9a9dfa61b2d","Oldies,Pop,R&B,Doo Wop,Rock,Oldies & Retro, Oldies,Pop,R&B,Doo Wop,Rock,Oldies & Retro, Oldies,Pop,R&B,Doo Wop,Rock,Oldies & Retro, Oldies,Pop,R&B,Doo Wop,Rock,Oldies & Retro, Oldies,Pop,R&B,Doo Wop,Rock,Oldies & Retro"
525,687,B0000009GE,"808523fb-2fb6-44c2-b3a3-28044321e235, 919b9e14-31fd-4b79-9984-45a7955bfffd","Soul,Pop,Texas Blues,Electric Blues,R&B,Regional Blues,Classic R&B,Blues, Soul,Pop,Texas Blues,Electric Blues,R&B,Regional Blues,Classic R&B,Blues"
526,688,B0000009H2,"17bac769-a2d3-4f45-9e8e-8c3a2084b223, 97b6de3c-1fc6-408d-bd95-c6b8237f8e16, 60a27af7-e719-4580-abc4-0662adfea12a, 3387d0ed-af0e-4256-a289-538f51a31074, 6740e286-fc61-442c-bc9b-3484ede6bbb6, d23606d1-a3a9-42e7-af48-54ec6761455e, 24006c9d-319c-44f4-91ca-53d2311006d6, e905e57b-eae8-4f12-9102-46e3030d9d2a, 07bf1094-f561-4051-b312-47028c46a09b","Contemporary Blues,R&B,Blues,Pop, Contemporary Blues,R&B,Blues,Pop, Contemporary Blues,R&B,Blues,Pop, Contemporary Blues,R&B,Blues,Pop, Contemporary Blues,R&B,Blues,Pop, Contemporary Blues,R&B,Blues,Pop, Contemporary Blues,R&B,Blues,Pop, Contemporary Blues,R&B,Blues,Pop, Contemporary Blues,R&B,Blues,Pop"
527,689,B0000009HW,"71ac7024-37b8-4055-ba71-2ff0fc97341b, fccd4081-a7a4-4c18-9fc7-142ce159db2d, 4006511f-3644-4117-9c92-9be8da8ed996, a1e3f54a-48ab-460d-9ae0-af83ab00587d, 8920d1f6-8e1f-47a8-8760-d9856b5158df, 8b93b4b6-ffa8-46ac-9f2f-59ba35189822, e47c4036-83f2-4433-acd3-4b7c558ebb50, af4d1656-b08a-4911-bcee-65db821c9de6, 6b59d7fb-642c-495d-85c5-85338277ca39, a9ca80ab-4428-468b-a865-2b712312c794, 69600fd7-1d37-46f5-86fd-d4ebf21b89f2","Classic Country,Roadhouse Country,Country,Bluegrass,Pop,Traditional Folk,Today's Country,Jump Blues,Traditional Blues,Old-Time Country,Blues,Folk, Classic Country,Roadhouse Country,Country,Bluegrass,Pop,Traditional Folk,Today's Country,Jump Blues,Traditional Blues,Old-Time Country,Blues,Folk, Classic Country,Roadhouse Country,Country,Bluegrass,Pop,Traditional Folk,Today's Country,Jump Blues,Traditional Blues,Old-Time Country,Blues,Folk, Classic Country,Roadhouse Country,Country,Bluegrass,Pop,Traditional Folk,Today's Country,Jump Blues,Traditional Blues,Old-Time Country,Blues,Folk, Classic Country,Roadhouse Country,Country,Bluegrass,Pop,Traditional Folk,Today's Country,Jump Blues,Traditional Blues,Old-Time Country,Blues,Folk, Classic Country,Roadhouse Country,Country,Bluegrass,Pop,Traditional Folk,Today's Country,Jump Blues,Traditional Blues,Old-Time Country,Blues,Folk, Classic Country,Roadhouse Country,Country,Bluegrass,Pop,Traditional Folk,Today's Country,Jump Blues,Traditional Blues,Old-Time Country,Blues,Folk, Classic Country,Roadhouse Country,Country,Bluegrass,Pop,Traditional Folk,Today's Country,Jump Blues,Traditional Blues,Old-Time Country,Blues,Folk, Classic Country,Roadhouse Country,Country,Bluegrass,Pop,Traditional Folk,Today's Country,Jump Blues,Traditional Blues,Old-Time Country,Blues,Folk, Classic Country,Roadhouse Country,Country,Bluegrass,Pop,Traditional Folk,Today's Country,Jump Blues,Traditional Blues,Old-Time Country,Blues,Folk, Classic Country,Roadhouse Country,Country,Bluegrass,Pop,Traditional Folk,Today's Country,Jump Blues,Traditional Blues,Old-Time Country,Blues,Folk"
528,690,B0000009HY,"23897202-30f9-40c8-91b5-7f2acf73e042, 6d1ca273-ef47-42a2-a4e2-8df8c3b7d936","Jump Blues,Blues,Classic R&B,Pop,R&B, Jump Blues,Blues,Classic R&B,Pop,R&B"
529,691,B0000009HZ,"117908f5-c4d7-4b9e-a996-f90741dff309, 6599c6f7-d306-42b8-9a42-e3ed882d56ab, 909cb1e4-a0de-4787-ad11-77ca462dadf5, 60b5402b-461e-42e6-9478-5c9cc8b311e3, 31090caa-4f7b-47ec-ac2f-334d2944aa7c, fc8fd72b-c791-4d95-9afe-eed458515bf9, e921df61-e3f4-4b36-9c01-c36da3dab34d","Classic Country,Country,Rock,Pop,Instrumental,Roadhouse Country,Today's Country,Traditional Blues,Western Swing,Blues, Classic Country,Country,Rock,Pop,Instrumental,Roadhouse Country,Today's Country,Traditional Blues,Western Swing,Blues, Classic Country,Country,Rock,Pop,Instrumental,Roadhouse Country,Today's Country,Traditional Blues,Western Swing,Blues, Classic Country,Country,Rock,Pop,Instrumental,Roadhouse Country,Today's Country,Traditional Blues,Western Swing,Blues, Classic Country,Country,Rock,Pop,Instrumental,Roadhouse Country,Today's Country,Traditional Blues,Western Swing,Blues, Classic Country,Country,Rock,Pop,Instrumental,Roadhouse Country,Today's Country,Traditional Blues,Western Swing,Blues, Classic Country,Country,Rock,Pop,Instrumental,Roadhouse Country,Today's Country,Traditional Blues,Western Swing,Blues"
530,692,B0000009IB,"2f374f4b-f5f4-4d9b-8289-70077acc7d5d, 7f4f77ce-197b-4393-82a9-abf35ee2da98","Classic Country,R&B,Country,Soul,Pop,Special Interest,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Rock,Blues, Classic Country,R&B,Country,Soul,Pop,Special Interest,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Rock,Blues"
531,693,B0000009J4,"35a76944-0b33-4a5d-aa0b-d6f70f935756, 8d5a5805-19fd-46dc-89ac-e7106aa1d7c7","Teen Pop,Oldies,Comedic Music,Comedy & Spoken Word,Pop,Broadway & Vocalists,Rockabilly,Rock,Vocal Pop,Oldies & Retro, Teen Pop,Oldies,Comedic Music,Comedy & Spoken Word,Pop,Broadway & Vocalists,Rockabilly,Rock,Vocal Pop,Oldies & Retro"
532,694,B0000009J9,"a0905775-7064-4b1c-844d-805df6cac358, b01cf2ed-7e4b-4de6-a354-176793d32a39","Oldies,Soul,Pop,Special Interest,R&B,Rock,Oldies & Retro, Oldies,Soul,Pop,Special Interest,R&B,Rock,Oldies & Retro"
533,697,B0000009K7,"6593ff76-4a6a-47cd-9476-01e472896a21, aa9febb5-5fb6-46f4-b19a-93d724a4d7a6","Oldies,Special Interest,Surf Rock,Pop,Rock,Oldies & Retro, Oldies,Special Interest,Surf Rock,Pop,Rock,Oldies & Retro"
534,698,B0000009KA,"69b4c441-2861-4919-bc81-a59501e11985, eb3b7eac-cacd-4977-b29c-bc7728d80a62","Rock Guitarists,Pop,Rock, Rock Guitarists,Pop,Rock"
535,700,B0000009KT,"db4035b2-8e28-4189-afb3-975fb6548453, e4b878f0-e8f7-407a-94e1-fc5f3459c4e6","Soul,Pop,Electric Blues,R&B,Modern Blues,Rock,Blues, Soul,Pop,Electric Blues,R&B,Modern Blues,Rock,Blues"
536,701,B0000009KU,36c363c0-cd25-48dc-8cca-23f7f0f1ca54,"R&B,West Coast Blues,Pop,Jump Blues,Regional Blues,Blues"
537,702,B0000009L6,"b31bc94e-7b91-4479-862b-43766090ffe7, 6e37f15f-7ab7-44c5-ac00-34cbb8a7b9b5, 717f36ae-2bfe-4b54-87c0-4e5e4e204f20","Oldies,Pop,R&B,Doo Wop,Rock,Girl Groups,Vocal Pop,Oldies & Retro, Oldies,Pop,R&B,Doo Wop,Rock,Girl Groups,Vocal Pop,Oldies & Retro, Oldies,Pop,R&B,Doo Wop,Rock,Girl Groups,Vocal Pop,Oldies & Retro"
538,703,B0000009L8,abf4b1f8-7be2-4650-9162-0746963fd98b,"West Coast Blues,Soul,Pop,Texas Blues,Electric Blues,R&B,Regional Blues,Traditional Blues,Classic R&B,Blues"
