,index,amazonIDs,reviews,genres,clean_reviews
538,1040,B000000EUK,"I don't actually want to write a review because I already rated it with stars.  So I'm writing this instead. I'm a big fan of slapshot but this is one that slipped through the cracks on me. I bought it used at a thrift store and was so disappointed by it I cracked the disc into pieces. They went the opposite direction on this one. If this was an album put out by 15 year olds I'd say it was an ok effort, nothing special. I was expecting more and got less. Bummer I have read way too many interviews from people who are juxtaposing new hardcore against &quot;old school stuff.&quot;  Well, I'm willing to give credit where credit is due, despite being a great fan of &quot;old  school&quot; Boston bands like Jerry's Kids, SSD, DYS, the F.U.'s, etc.  This CD rips!  Very raw and very powerful. They even manage to take a  softball song like The Smith's &quot;Bigmouth Strikes Again&quot; and  hardcore the H-E-double hockey sticks out of it. You should buy it to get a  complete picture of the Boston scene from over the last 20 years.","Alternative Rock,Straight Edge,Metal,Punk,Pop,Rock,Hardcore & Punk",dont actually want write review already rated stars im writing instead im big fan slapshot one slipped cracks bought used thrift store disappointed cracked disc pieces went opposite direction one put year olds id say ok effort nothing special expecting got less bummer read way many interviews people juxtaposing new hardcore quot old school stuff quot well im willing give credit credit due despite great fan quot old school quot boston bands like jerrys kids ssd dys f u etc cd rips raw powerful even manage take softball like smiths quot bigmouth strikes quot hardcore h e double hockey sticks buy get complete picture boston scene last years actually want write review rated stars writing instead big fan fan slapshot slipped cracks bought used thrift thrift store store disappointed cracked disc pieces opposite direction year olds id say ok effort nothing special special expecting got bummer read way interviews people juxtaposing new hardcore quot old old school school stuff quot give credit credit credit great fan quot old old school school quot boston boston bands bands jerrys kids cd cd rips rips raw powerful manage softball quot bigmouth strikes quot hardcore double hockey hockey sticks sticks buy complete picture boston scene last years years
539,1041,B000000EUM,"my taste in music is punk, reggae, and most of all ska-punk/skacore and this album is definitely in my top 5 all time favorite albums. first hear this 10 years ago and i can still listen to it every single day. i basically do in fact Hey, I'm biased... Water In My Head is my favorite ska song of all time.  Otherwise I'd give this CD 1 or 2 stars.  I can (and have) put that song on repeat, on headphones, for 2 hours straight and come out loving it just as much.  It takes a few listens to hear all the different melodies and how well they work together.  I especially like the bass line.  Anyway, the rest of the songs are OK, not really horrible, but not particularly worth listening to.  If you want several good songs, Libido blows this CD away. I'm guessing the guys who wrote these real bad reviews [on here] are bent up bitter groupies, because this album - let me tell YOU..Is as good as it gets [in terms of ska punk]. It goes up to 11 and is only one behind Rancid's 'And Out Come The Wolves'....My personal fave track would be 'wrong em boyo', or even 'calling in sick'...in fact every track is solid, tight and accurately produced for a band of this ilk.The whole vibe is still happy-go-lucky and satirical, yet it's so punchy...miles more ummphh than the any millenium mtv punk band today...Look, if don't get this album and you will never know why this genre was carved in the first place.... This album is one big train wreck. I really can't write a long review about it because there isn't much to say. The songs are watered down ska at its worst. It feels like they are just trying to throw something together to get money, not to make good songs. I didn't mind ska before, but this band is why ska gets such a bad rap. Stay away from this album. Save your money and buy something else....anything else...you will get more mileage out of a Yanni album.","Alternative Rock,Ska Punk,American Alternative,Third Wave Ska,Punk,Pop,Adult Alternative,Ska,Rock,Hardcore & Punk",taste punk reggae ska punk skacore definitely top time favorite first hear years ago still listen every single day basically fact hey im biased water head favorite ska time otherwise id give cd stars put repeat headphones hours straight come loving much takes listens hear different melodies well work together especially like bass line anyway rest ok really horrible particularly worth listening want several good libido blows cd away im guessing guys wrote real bad reviews bent bitter groupies let tell good gets terms ska punk goes one behind rancids come wolves personal fave would wrong em boyo even taste punk reggae ska ska punk punk skacore definitely time favorite hear years listen single day basically fact hey im biased water head favorite ska time id cd stars repeat headphones hours straight come loving listens hear different different melodies melodies work especially bass bass line line rest ok really horrible particularly worth listening want good libido blows cd away guessing guys wrote real bad reviews bent bitter groupies let tell good terms punk punk goes come wolves personal wrong
540,1045,B000000EV0,"The greatest oi! album ever, showing the working class and rock n roll roots that made the genre so appealing to punks and skins. Just when Sham 69 started to play lame pop songs, The Business came along and saved oi! with this album, as the genre is still living today. Songs like ""Suburban Rebels"" and ""Guttersnipe"" are some of the best oi! songs ever recorded. The bonus tracks are great as well. If you consider yourself a fan of punk or oi!, PICK THIS UP. You will not regret it. this is the bench mark. it doesnt get much better then the business and this is one of if not their best album fans of the business will enjoy this album. the songs have a harder edge than &quot;welcome to the real world&quot; and is pretty close to the sound of &quot;we want the truth...&quot;. lyrics are of the standard  street-punk/poliical stuff. the album holds classics like harry may,  suburban rebels, blind justice, and drinking and driving. if you like to  drink, sing along or are just a plain hooligan then get this album. The Business is the first Oi band that I have ever listened to. They are pretty good and I think that the singer has a heavy british accent when he sings. It's kind of hard to find that in any other band (the Subhumans was the only one I knew of that had this). Drinking and Driving is simply genius. I'm sure that nobody has thought about that back in those days. get this first. I like them because they are British Punk, I kind of ignore that whole skinhead thing.","Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk",greatest oi ever showing working class rock n roll roots made genre appealing punks skins sham started play lame pop business came along saved oi genre still living today like suburban rebels guttersnipe best oi ever recorded bonus great well consider fan punk oi pick regret bench mark doesnt get much better business one best fans business enjoy harder edge quot welcome real world quot pretty close sound quot want truth quot lyrics standard street punk poliical stuff holds classics like harry may suburban rebels blind justice drinking driving like drink sing along plain hooligan get business greatest oi showing working working class class class rock rock rock n roll roll roots genre appealing punks skins sham started play lame pop business came came along saved oi genre living today suburban rebels guttersnipe best oi recorded bonus great consider fan punk oi pick regret bench bench mark mark better business best fans business enjoy edge quot welcome real real world world quot pretty close sound quot want truth quot lyrics standard street street punk punk stuff holds classics harry suburban rebels blind justice drinking driving drink sing sing along plain hooligan business
541,1047,B000000EV8,"Anti-Heroes have been around for a long time.  And they have always played the best &quot;In your face&quot; Streetpunk.  They are opinionated and rude (But show me a skin or punk who is'nt), and they are NOT racist.  They believe in American Pride and working class.  A.H. play fast and agressive punk, Mark screams with vindication and the songs are inteligent.  For some of their older stuff check out &quot;Dont Tread on me&quot; Ox is an idiot. The AHs are not fascist or racist! ""Murder One"" is about a specific murder in Atlanta. The only thing he is remotely correct about is the AHs are a bit homophobic. I, in no way, support that particular ignorance. However, if you're going to slag a band at least know what the *bleep* you're upset about! If you like American Oi/street punk, you will not be put-off by anything these guys say...Moreover, if you like Oi/street punk, it doesn't get any better. Ox, get your ""stuff"" straight before you rip a band. Jeez, at least have the minimum intelligence to know what you're upset about (and for crying out loud, use spellcheck!). Anti-Heroes have been my last baston for solid punk music for a few years now. The rest are eather dead or broke up years ago. Since they're a local Atlanta band catching one of their shows on the weekend was a common ritual.My best decription has always been, imagine Sam Kinison fronting a Oi! band. Mark has a voice that could tear through sheet metal. Thats a good thing btw. And i'll side with some of the less ignorant reviews here, they are NOT nazis and they are NOT racists. I've met black fans at their shows and they didn't catch any grief from anyone.That said, American Pie is a must have for anyone that is frustrated with the overabundence of pop-punk that is in the mainstream nowdays. And even those of you that can't live without your pop-punk, step up and check out a solid band that has a message without a pushy agenda. This isn't Maria Cabel by the way - it's her husband Cabel.  Anyway,  I've got all the AH stuff and they're one of my favorite bands.  American Pie is my personal favorite AH album.  More politically oriented than their previous efforts this one has several songs that qualify as anthems in my opinion.  The Anti Heros are what the Dropkick Murphys can only dream of being - a real American punk band.  FYI - they are in no way whatsoever racist.  Forget the Dropkick Murphys - this is the real deal.  Also pick up &quot;Underneath The Undergound&quot;.  Cabel Traditional hardcore, mixed with oi and punk and you get a very solid offering with this record/cd. Thought-provoking and humerous lyrics through out. Starts strong with The Tradition and ends strong with controversy (a  smashing Patti Smith cover, but you'll have to buy the record to hear it)  This is highly recommended.  No disappointments here. Add this to your  collection, although you should already own this since it is Y2K as I write  this! To be honest, after I had heard several Anti Heroes songs I was pleased. I Figured: &quot;This makes Oi look good&quot;, and I bought the cd. Unfortunatly, all the songs I had heard were the ones that didnt show the  real Anti Heroes; the racist, homophobic nazi side of them. I about broke  my stereo when I heard the lyrics to one of their songs, and i quote:  &quot;Scum like you dont deserve to live free I think you look good hanging  from a tree No remorse when you delt all the spades Hope you get raped in  jail and die of aids&quot; Such lyrics make me sick. the song &quot;Return  to Manzanar&quot; is primarily about sending Japanese Americans to  concentration camps and the only songs they ever cover are &quot;White  Riot&quot; and &quot;Rock and Roll Nigger&quot;. If you are a real punk or  rudeboy you will avoid this trash. I hope this opens some of your eyes. The Anti-Heroes are one of the greatest Oi! bands of all time and ""Amercian Pie"" is the best Anti-Heroes yet. The politically charged lyrics in songs like ""Heros and Zeroes"" and ""Murder one"" make this music rise above most of the crap put out by the mainstream today. I think its sad when people like Ox say that the the Anti-heroes are racist when they do not bother to understand the meaning of the song in the first place, Please do us all favor and stick to the libral, politically correct bands like ""NOFX"" and ""Sum 41"" and leave the Oi! to us.If you dig ""Anti-Heroes"" I recomend ""Drop Kick Murphys"" and ""The Brusers"" The Anti-heroes are punk in it's finest form. They know how to get down to business without wasting your time. With intelligent lyrics and rocking music, they keep you thinking as well as dancing.","Alternative Rock,Hardcore & Punk,Punk,Pop,Rock",anti heroes around long time always played best quot face quot streetpunk opinionated rude show skin punk isnt racist believe american pride working class h play fast agressive punk mark screams vindication inteligent older stuff check quot dont tread quot ox idiot ahs fascist racist murder one specific murder atlanta thing remotely correct ahs bit homophobic way support particular ignorance however youre going slag band least know bleep youre upset like american oi street punk put anything guys say moreover like oi street punk doesnt get better ox get stuff straight rip band jeez least minimum intelligence know youre upset c anti anti heroes heroes long long time time played best quot face quot streetpunk opinionated rude show skin punk racist believe american american pride pride working working class class play fast punk mark screams vindication older stuff check quot tread ox idiot ahs fascist racist murder murder one specific murder atlanta remotely correct ahs bit homophobic way support ignorance slag band know bleep youre upset american oi street street punk punk guys say oi street street punk punk get better better ox stuff straight rip band jeez minimum intelligence know youre upset
542,1049,B000000EXF,"This album is fantastic the whole way through with not one weak cut. However, one song rises above and is utterly transcendent. &quot;Willie&quot; is one of the greatest songs ever to come out of Texas, or anywhere for that matter. It is an absolute masterpiece of conciseness, gorgeous melody, and literary metaphor of the highest caliber. Somehow I convinced myself that REK was an artist I had to get to know better.  I bought a few of his albums, including this one, but quickly (as in, pretty much right away) tired of his voice.  He writes some good songs, but others do a better job singing them. Another REK Masterpiece.  Include in this great work is ""The Front Porch Song,"" one of Keen's most popular and this album does not dissappoint with its version of it either.  ""Rollin' By"" and the title track ""No Kinda Dancer"" are both excellent as well.  A must have for any fan of Texas Country Music. REK's best studio CD and almost as good as No. 2 Live Dinner. ""No Kinda Dancer"" almost certainly won't be your first Robert Earl Keen purchase (odds are favoring close to 100% on that), but it may well end up being your favorite.  As of the follow up (""West Textures"") Keen would already have his songwriting down to a marketable formula (although one of the best and least exhaustible formalae there is), but here he does what he does best without an inkling of how it's going to go over, and there's a purity in that which cannot be found on any of his subsequent albums.The only thing that deliberately points toward his future progression is ""Keep Swervin' In My Lane"", an enjoyable if somewhat lightweight metaphor for the obstacles Keen is constantly having to reckon with.  It's a decent song, mind you, but unlike the rest of the album it does have a sort of self-awareness about it, as if it were written specifically for crowd appeal rather than telling an honest tale or exorcising demons, the hallmark of his best (if not his most popular) work.The title track doesn't seem to get much play this late in the songbook, which is a shame, because it illustrates Keen's knack for infusing tossaway subjects with vivid detail, an almost Flaubertian ideal in it's literary descriptiveness of a fairly mundane scene.  This is one complaint that I have about the reissue:  the cover photo is obviously taken from the same photo sessions as the original, but whereas the first pressing showed Keen out on a dancefloor looking down at his boots - in keeping with the two-stepping shyness inherent in the song's lyrics - the reissue has him out on the same dancefloor, but this time looking at the camera and grinning.  Somehow it just doesn't have the same appeal.  Particularly since the reissue looks just as cheap, if not cheaper, than the original 1984 cover art!  You'd think in this age where every Photoshop hack can create a reasonably attractive CD cover they could have done better, but what the hell:  it's still a great album and they more than make up for it with the previously unreleased bonus tracks.""The Front Porch Song"" was co-written by Lyle Lovett, and though the studio version on this album is fine in it's own right, you'll still need to pick up ""The Live Album"" for the must-have live version, which interjects a spoken word segment detailing the years Keen spent rooming with Lyle Lovett (Lovett's version is called ""This Old Porch"") - including a great bit about his landlord - and is completely worth the price of that album in and of itself.  No Keen collection is complete without it.Another of the Lovett co-writes, ""Rolling By"", is one of Keen's great world-weary anthems to the estranged.  It's as good an indication of any why Keen is as popular as he is:  while the trials and travails of his characters could generally apply to anyone, the details are specifically Texan.  There is something about the great expanse of the Lone Star State and it's geographical segue from the old plantation country of West Louisiana/East Texas, the oil field coasts of the Gulf and the hills of Central Texas to the Rio Grande valley and the flat, arid desert of West Texas that coalesces into a singular culture that identifies with all aspects of itself, while remaining remote enough from the rest of the country to maintain a unique state of mind and way of life.  Keen does well to stick with this regional empathy in his lyrics, as opposed to someone like Pat Green who is becoming more famous nationally but risking his longevity writing pedestrian country tunes which are just ragged enough to maintain a connection with his rural roots, but not slick enough to garner much mainstream airplay.  Keen seems to know where his bread and butter is, which is all the more endearing to his fans.Finally I want to mention ""The Armadillo Jackal"", almost certainly the oddest song in Keen's catalog.  Over a pining bass-and-fiddle backbeat we hear the tale of a man who makes his living running down armadilloes on the farm-to-market roads crisscrossing central Texas.  These 'dilloes are sold for their shells to make boots and belts and the like, but that's not important.  The focus here is on the driver and his mindset, a relentless desperation attempting to collect as many kills as he can with his livelihood on the line, and the cruel twist fate plays on him one particularly bountiful night.  Keen certainly displayed his literary influences here, and it works both musically and lyrically, asserting itself as one of the more unheralded classics in the REK catalog. This is the quintessential Robert Earl, from thence all things come.  This  rough CD has all the themes that have become so familiar to his fans from  the lighthearted &quot;Swervin' in My Lane,&quot; to the intense  &quot;Armadillo Jackal,&quot;  he takes the listener through the gamut of  emotions, as he does on every album I have to admit I just leave this CD in the player and play it over and over and over....nearly every day! And it never grows old. Fabulous music from an exceptionally talented song writer. I've been a longtime REK fan, but keep coming back to this album. His earlier, acoustic stuff is his best -- songs that stand the test of time, stark arrangements that amplify his dark lyrics. ""Rollin' By"" and ""Willie"" show a young songwriter who is well on his way to penning modern Texas classics. From the sly humor of ""Swerving in My Lane"" to the dying cackle of the driver in ""Armadillo Jackal,"" this one's a must. This album started the progression that kept going through ""West Textures"" and ""Gringo Honeymoon"" and today's louder REK albums. As my most recent acquisition of REK's music (now at 7, but looking for ""Gringo Honeymoon"" and other earlier stuff than this one), it's already a favorite. My preferences lean towards acoustic music (yes, I'm kinda old and am declining in my need for adolescent screaming into a mike). This is just a perfect album with well-crafted, interesting lyrics and beautiful harmonies. REK is known for his humor, and this album has its share, and it's just fun to listen to. Glad I have it, and will listen to it often, especially when I need a boost. This music CD came to me opened with the CD scratched. CD case looks very worn out. No packing slip, no security plastic wrapping on the case either (like when you buy music in the store). This is the second CD I received that came to me like this. I will never order music from Amazon again","Folk Rock,Country Rock,Contemporary Folk,Americana,Country,Pop,Today's Country,Outlaw Country,Rock,Singer-Songwriters,Folk",fantastic whole way one weak cut however one rises utterly transcendent quot willie quot one greatest ever come texas anywhere matter absolute masterpiece conciseness gorgeous melody literary metaphor highest caliber somehow convinced rek artist get know better bought including one quickly pretty much right away tired voice writes good others better job singing another rek masterpiece include great work front porch one keens popular dissappoint version either rollin title kinda dancer excellent well must fan texas country reks best studio cd almost good live dinner kinda dancer almost certainly wont first robert earl keen purc fantastic way weak cut rises utterly transcendent quot willie quot greatest come matter absolute masterpiece conciseness gorgeous melody literary metaphor caliber convinced rek artist know better bought including quickly pretty pretty much right right away away tired voice writes good better job singing rek masterpiece include great work front porch porch keens popular version rollin title kinda dancer excellent fan texas texas country country best studio cd good live dinner kinda dancer certainly wont robert earl keen keen purc
543,1052,B000000EYH,"The big host of talent and creativity on this album produce one great tune after another in tribute to Bill Monroe. There's no new ground broken here, just a 17-track collection of some of Bill Monroe's best known (and best loved) songs recorded by some of the biggest names in bluegrass music today.  Many of these artists passed through the ranks of Monroe's Blue Grass Boys:  Del McCoury, Peter Rowan, Vassar Clemments, Bobby Hicks and Roland White.  Additional musicians include Tim O'Brien, John Hartford, Sam Bush, Tony Trischka, Herb Petersen and David Grisman. And a new generation of musicians are represented by Del's son Ronnie McCoury and Nickle Creek's Chris Thile. Recorded shortly before Monroe's death in September 1996, this album serves as a loving tribute to the father of bluegrass music. HIGHLY RECOMMENDED","Classic Country,Rock,Contemporary Folk,Country Rock,Country,Bluegrass,Pop,Traditional Folk,Today's Country,Outlaw Country,Old-Time Country,Folk",big host talent creativity produce one great tune another tribute bill monroe theres new ground broken collection bill monroes best known best loved recorded biggest names bluegrass today many artists passed ranks monroes blue grass boys del mccoury peter rowan vassar clemments bobby hicks roland white additional musicians include tim obrien john hartford sam bush tony trischka herb petersen david grisman new generation musicians represented dels son ronnie mccoury nickle creeks chris thile recorded shortly monroes death september serves loving tribute father bluegrass highly recommended host talent creativity produce great tune tribute bill bill monroe monroe new new ground ground broken collection bill monroes best known best loved recorded names today artists passed ranks monroes blue blue grass blue grass boys grass boys mccoury peter rowan rowan bobby hicks hicks white additional musicians include tim tim obrien john john hartford sam sam bush bush tony tony trischka herb petersen david david grisman new new generation generation musicians represented dels son ronnie ronnie mccoury nickle creeks creeks chris thile thile recorded shortly monroes death september serves loving tribute father highly recommended
544,1053,B000000EYM,"Along with the 1980 ""Skaggs & Rice"" album, this 1979 masterpiece is probably Ricky Skaggs' finest, sweetest album, packed with bouncy, jovial covers of great melodic oldies such as Lester Flatt's ""I'll Stay Around,"" Merle Travis's ""Sweet Temptation,"" and a jaunty run-through of a bluesy old Carter Family song, ""I Know What It Means To Be Lonesome."" And then there's the utterly heartbreaking, incandescent ""Could You Love Me One More Time,"" which gives a hint to the kind of heartsong gems that Skaggs would record in his surprising second act as a Top 40 hitmaker. ""Sweet Temptation"" is a real high point for traditionally-oriented musicmaking, a genuine Americana classic.  (DJ Joe Sixpack, Slipcue Country Music Guide) Ricky was already a Bluegrass GIANT, and a mainstay in Emmylou Harris' &quot;Hot Band&quot;.  His next solo project made him a Country Superstar. This album is a logical transition piece - accompanied by Bluegrass friends and masters like Tony Rice, Jerry Douglas and Bobby Hicks and country gunslingers like Albert Lee and his &quot;boss&quot; at the time - Ms Harris.  The Bluegrass cuts are classics - I'll Stay Around, I Know What It Means to be Lonesome.  The country cuts, such as the title cut &quot;Sweet Temptation&quot; are vibrant and accompanied by his wife and in-laws, The Whites.  I love this album, and if you like Bluegrass or Country or Ricky Skaggs, I predict you will as well. This is Ricky""s first big recording, he was just starting to work in Nashville, the players on this are all top notch, his buddie's! The music is a combination of country and bluegrass which is what I like the best, I bought this originally on vinyl and wore it out, I still expect this c d to skip at the same place's, but it doesn't,I really love this CD.  Shooter!","Today's Country,Country,Bluegrass,Outlaw Country,Pop",along skaggs rice masterpiece probably ricky skaggs finest sweetest packed bouncy jovial covers great melodic oldies lester flatts ill stay around merle traviss sweet temptation jaunty run bluesy old carter family know means lonesome theres utterly heartbreaking incandescent could love one time gives hint kind heartsong gems skaggs would record surprising second act top hitmaker sweet temptation real high point traditionally oriented musicmaking genuine americana classic dj joe sixpack slipcue country guide ricky already bluegrass giant mainstay emmylou harris quot hot band quot next solo project made country superstar logical transition piece accompanied bluegrass friends masters like tony rice jerry douglas bobby hicks country gunslingers like albert lee quot bo rice masterpiece probably ricky skaggs packed jovial covers great melodic oldies lester flatts flatts ill stay merle sweet sweet temptation temptation jaunty run bluesy old carter family family know means lonesome theres utterly incandescent love time hint kind gems record surprising second second act act hitmaker sweet sweet temptation temptation real high high point point traditionally oriented genuine americana classic dj joe sixpack country guide giant mainstay emmylou harris quot hot hot band band quot solo solo project project country superstar logical transition piece accompanied bluegrass friends masters tony rice jerry jerry douglas bobby hicks hicks country gunslingers albert lee lee quot
545,1054,B000000EYO,"Established band doing what they do. If you're new to the Scene, the cover art pretty much tells you what to expect. And they do it very, very well. This helps to complete my set of Seldom Scene music. I especially enjoyed the Tennessee Blues.","Today's Country,Country,Bluegrass,Pop",established band youre new scene cover art pretty much tells expect well helps complete set seldom scene especially enjoyed tennessee blues established band youre new new scene scene cover cover art art pretty pretty much tells expect helps complete set seldom seldom scene scene especially enjoyed tennessee blues blues
546,1055,B000000EYW,"After Midnight might be the best Seldom Scene album of the Phil Rosenthal era (1977-1986). It was the third to feature Phil as lead singer and guitarist and while I prefer John Starling as front man for The Scene, I think Phil is a better guitar player. All of the musicians shine on this album, but it's Mike Auldridge and John Duffey who impress me the most. Mike absolutely nails Benny Goodman's ""Stompin at the Savoy,"" redefining it as a Dobro instrumental and Duffey's unconventional mandolin breaks are always a delight. After Midnight is one of the Seldom Scene's more pop-friendly releases, featuring not one, but two Eric Clapton hits, ""Lay Down Sally"" and J.J. Cale's ""After Midnight."" Both of these songs work surprisingly well in a bluegrass context and they were frequent crowd-pleasers in live performance.Listening to this album now, the track that really hits me is ""The Border Incident,"" also known as ""Spanish is the Loving Tongue."" John Duffey sings lead on this quiet, beautiful song and it's really nice to hear him sing the verses so softly and then wail out the tenor harmony like no one else could on the chorus. John Duffey was a one-in-a-million singer and personality and I really wish he were still around.While After Midnight may not quite be in the same league as earlier Seldom Scene classics like Old Train and Act II, it's a thoroughly enjoyable album and I really enjoyed revisiting it for this review.One final comment: The original album cover was a drawing of the band in blue silhouette. For the CD reissue, Sugar Hill used the actual photograph that the artist worked from. This is a superb album by one of the best bluegrass bands of all time. Beautiful vocals accompanied by masterful guitar, dobro, mandolin, banjo, and bass. I can't explain it, but you really should hear it. Simply  wonderful, and well worth your hard-earned money.","Today's Country,Country,Bluegrass,Pop",midnight might best seldom scene phil rosenthal era third feature phil lead singer guitarist prefer john starling front man scene think phil better guitar player musicians shine mike auldridge john duffey impress mike absolutely nails benny goodmans stompin savoy redefining dobro instrumental duffeys unconventional mandolin breaks always delight midnight one seldom scenes pop friendly releases featuring one two eric clapton hits lay sally j j cales midnight work surprisingly well bluegrass context frequent crowd pleasers live performance listening really hits border incident also known spanish loving tongue john duffey sings lead quiet beautiful really nice hear sing th midnight best seldom seldom scene scene phil era feature phil lead lead singer singer guitarist prefer john front man man scene think phil better guitar guitar player player musicians shine mike auldridge john john duffey impress mike absolutely nails benny benny goodmans goodmans redefining dobro instrumental unconventional mandolin breaks delight midnight seldom seldom scenes scenes pop friendly releases featuring eric clapton clapton hits lay j j cales cales midnight work surprisingly context frequent crowd pleasers live live performance performance listening really hits border border incident incident known spanish loving tongue john john duffey sings lead quiet beautiful really nice hear sing
547,1059,B000000EZ8,"The album was recorded in Tokyo and originally issued on Nippon Columbia. Rowan takes the risk to touch on an extremely sensitive issue with his compelling 'Hiroshima Mon Amour', the only original. The rest of the album is traditional bluegrass, but atypical in that Rowan is the only singer. But his singing is so good you don't miss the harmonies, and the other pickers, an all-star lineup (Statman, Trischka, Douglas, Mason) make up for their aphony by fully honoring the promise of the album's title. Just listen to what they do with (to?) Oh Susannah. Peter Rowan has lots of CD'S with duplicated songs.  This isn't necessarly the first I reach for...but I own lots his stuff cause I like him a lot.  If you don't own others buy ""Peter Rowan"" first. ""The Free Mexican Airforce"" will liberate you.","Classic Country,Contemporary Folk,Country,Bluegrass,Pop,Traditional Folk,Today's Country,Folk",recorded tokyo originally issued nippon columbia rowan takes risk touch extremely sensitive issue compelling hiroshima mon amour original rest traditional bluegrass atypical rowan singer singing good dont miss harmonies pickers star lineup statman trischka douglas mason make aphony fully honoring promise title listen oh susannah peter rowan lots cds duplicated isnt necessarly first reach lots stuff cause like lot dont others buy peter rowan first free mexican airforce liberate recorded tokyo originally issued nippon columbia columbia rowan risk touch extremely sensitive issue compelling hiroshima mon amour mon mon amour amour original rest traditional traditional bluegrass bluegrass atypical rowan singer singing good miss harmonies pickers star lineup fully honoring promise title listen peter peter rowan rowan lots cds reach lots stuff lot buy peter peter rowan rowan free mexican mexican airforce airforce liberate
548,1061,B000000EZI,"I gave this a five star because it is excellant music with excellant vocals. I am enjoying this CD very much. I was re-discovering some of my old lps (that's vinyl to you youngsters out there) the other day, and I came upon this one. So I'm not really reviewing the CD per se, just the music, which is heavenly. I could not believe the high quality of the personnel: Guitars: James Burton &amp; Bernie Leadon; piano: Glen D. Hardin; dobro: Al Perkins; pedal steel: Jay Dee Maness; the rock solid drumming of Ron Tutt; &amp; on bass (one the best ever) Jerry Scheff. Over this great instrumentation soars the vocals of Chris Hillman and on harmony vocals the incomparable Herb Peterson. Listening to Chris Hillman's high tenor is like stroking velvet; he's got  the smoothest style I know... If I could shop for a voice to own, I'd want Chris Hillman's. Ever since &quot;Have you seen her face&quot; and &quot;Time between&quot; from the BYRDS &quot;Younger than Yesterday&quot; album, Mr. Hillman's singing ability has amazed me. Actually, considering his many talents, not only as a singer, but as a bass and mandolin player, and as a fine song-writer, I recommend any disc he's associated with, the exception being the 2nd Manassas disc. The only drawback to this disc is its shortness, about 29 minutes. Sugar Hill should have made this a two-fer with &quot;Morning Glory&quot;, also a sub 40 minute length. But if you are obsessing about adding more or collecting all of Hillman's discs, fesr not, for this is a top shelf, though short, recording. Rating docked one star for shortness. He is a good singer but the song selection did not impress me.  I need to add several more words to have this review accepted so the reader can ignore this last sentence. For my money this is Chris' best country CD; much better than Clear Sailin', Morning Sky or Slippin' Away. ""Wall Around your Heart"" is sure to bring a lump to anyone's throat. This was his pinnacle  in traditional country,before shifting to a more country/bluegrass style.""Running the Roadblocks"", which Chris wrote, reminds me of something that would be worthy of having been on a Flying Burrito Brothers or ""Sweetheart of the Rodeo"" album. Great to hear Hillman step out on his own. Great choice of songs, great band , Leadon, Burton,ect. More county (FBB) than Byrds. Had cassette years ago but lost it. Still great after all these years","Country Rock,Country,Bluegrass,Pop,Today's Country,Outlaw Country,Rock",gave five star excellant excellant vocals enjoying cd much discovering old lps thats vinyl youngsters day came upon one im really reviewing cd per se heavenly could believe high quality personnel guitars james burton amp bernie leadon piano glen hardin dobro al perkins pedal steel jay dee maness rock solid drumming ron tutt amp bass one best ever jerry scheff great instrumentation soars vocals chris hillman harmony vocals incomparable herb peterson listening chris hillmans high tenor like stroking velvet hes got smoothest style know could shop voice id want chris hillmans ever since quot seen face quot quot time quot byrds quot younger yesterday quot mr hillmans singing ability amazed actually considering star vocals enjoying cd discovering old lps vinyl youngsters day came came upon really reviewing cd heavenly believe high high quality quality personnel guitars james james burton amp bernie bernie leadon leadon piano glen glen hardin dobro al al perkins pedal pedal steel steel jay dee dee rock rock solid solid drumming ron ron tutt tutt amp bass best jerry jerry scheff scheff great instrumentation soars vocals chris hillman harmony harmony vocals vocals incomparable herb peterson listening chris chris hillmans high tenor stroking velvet got style know shop voice want chris chris hillmans ever since quot seen face quot quot time younger yesterday quot mr singing ability amazed actually considering
